web-scraper-order,web-scraper-start-url,article_link,article_link-href,etat,details,adresse,prix,image_link-src
"1739150269-191","https://www.expat-dakar.com/equipements-pieces?page=21","Ventilateur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:35
                                    
                        776399636","https://www.expat-dakar.com/annonce/ventilateur-5804602","Neuf","Vente de Ventilateur   automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ce45d13a7651befa38eda665e1dab0e/-/horizon-files-prod/ed/picture/qv4p6pn5/981c230d9f84ca33729b88f374492ab735bc899d.jpg"
"1739150271-192","https://www.expat-dakar.com/equipements-pieces?page=21","Évaporateur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:35
                                    
                        776399636","https://www.expat-dakar.com/annonce/evaporateur-5803664","Neuf","Vente de évaporateur automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/939e33ef47411dd2c0d385329fb6c9d9/-/horizon-files-prod/ed/picture/qen5end6/2198b3d79dcdd1d66510b9d563acc40b8453226a.jpg"
"1739150274-193","https://www.expat-dakar.com/equipements-pieces?page=21","Condenseur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:36
                                    
                        776399636","https://www.expat-dakar.com/annonce/condenseur-5803473","Neuf","Vente de condenseur automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.

Pour toutes les marques

AUDI

BMW

CHEVROLET

CHRYSLER

CITROEN

DAEWOO

DAIHATSU

ESQUIVE

EXCAVATRICE

GMC

GUE

HINO

HONDA

HUMER

HYUNDAI

ISUZU","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f9d1b35a380c689736b7d92632c8c42/-/horizon-files-prod/ed/picture/qq4deqxz/85be1e086b40ceea36133e0ae9f37ee60575b5b3.jpg"
"1739150276-194","https://www.expat-dakar.com/equipements-pieces?page=21","Kit de chaussures, frein arrière
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:37
                                    
                        776399636","https://www.expat-dakar.com/annonce/kit-de-chaussures-frein-arriere-5884843","Neuf","Kit de chaussures, frein arrière","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f349d23c058c1470ccba9433d782f8b7/-/horizon-files-prod/ed/picture/qzvd4w0n/9297beefe423e8093f2c960d922365f3c86b3113.jpg"
"1739150279-195","https://www.expat-dakar.com/equipements-pieces?page=21","Ensemble de liaison stabilisatrice avant
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:37
                                    
                        776399636","https://www.expat-dakar.com/annonce/ensemble-de-liaison-stabilisatrice-avant-5884864","Neuf","Ensemble de liaison stabilisatrice avant","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/367752e7025311c6b55955a51e92917e/-/horizon-files-prod/ed/picture/qenq5ze4/010f4829370ad9f4cd2d18178289c587b429e3d5.jpg"
"1739150281-196","https://www.expat-dakar.com/equipements-pieces?page=21","Moteur de ventilateur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:38
                                    
                        776399636","https://www.expat-dakar.com/annonce/moteur-de-ventilateur-5803670","Neuf","Vente de Moteur de ventilateur  automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/155132c910c7b6107e7b6689ee1b1eed/-/horizon-files-prod/ed/picture/q9m8qmmj/4ffd8daaa46f58d9277869bf8b4713ea55bbcfca.jpg"
"1739150284-197","https://www.expat-dakar.com/equipements-pieces?page=21","Résistance
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:39
                                    
                        776399636","https://www.expat-dakar.com/annonce/resistance-5804615","Neuf","Vente de Résistance  automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5aa75b091575fed3a03b6e6a555da279/-/horizon-files-prod/ed/picture/qj4jermr/cfa21540aa248e350be3f7266f6862d99abdcb46.jpg"
"1739150286-198","https://www.expat-dakar.com/equipements-pieces?page=21","Soupage de blocage
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:40
                                    
                        776399636","https://www.expat-dakar.com/annonce/soupage-de-blocage-5804626","Neuf","Vente de Soupage de blocage automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ef583f2aeae14dd7d8e79a1d4a409ca/-/horizon-files-prod/ed/picture/q9m8q90x/00118d4f3728636feb2e2ccb59a1453ad3001eed.jpg"
"1739150289-199","https://www.expat-dakar.com/equipements-pieces?page=21","Filtre à carburant
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:41
                                    
                        776399636","https://www.expat-dakar.com/annonce/filtre-a-carburant-5884884","Neuf","Filtre à carburant","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e15fa620e106c500c3c0d0031abb165/-/horizon-files-prod/ed/picture/qdekwm8g/3aaf427f7792051d1f81c4b45f3c031b2012c14e.jpg"
"1739150294-200","https://www.expat-dakar.com/equipements-pieces?page=20","Pièces d’excavatrice CAT Caterpillar 320D, 326 – 4700
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:42
                                    
                        776399636","https://www.expat-dakar.com/annonce/pieces-dexcavatrice-cat-caterpillar-320d-326-4700-5884822","Neuf","Pièces d'excavatrice CAT Caterpillar 320D, injecteur de carburant à rampe commune 326 - 4700

Description pour les injecteurs","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6936d8f5767e3068c5d8979a17f0d600/-/horizon-files-prod/ed/picture/q6xk68wg/6051ce34b9b736f63cd28469576d3f3bd1b4136c.jpg"
"1739150296-201","https://www.expat-dakar.com/equipements-pieces?page=20","Filtre a Air  Toyota 17801-0L040
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:43
                                    
                        776399636","https://www.expat-dakar.com/annonce/filtre-a-air-toyota-17801-0l040-5884908","Neuf","Filtre a Air  Toyota 17801-0L040","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8371e93aac434218b06f80d97e675c63/-/horizon-files-prod/ed/picture/q8v5zre6/078231f1630b0c27a6b3cf2be6d03535be503a12.jpg"
"1739150299-202","https://www.expat-dakar.com/equipements-pieces?page=20","Ensemble amortisseur arrière droit
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:44
                                    
                        776399636","https://www.expat-dakar.com/annonce/ensemble-amortisseur-arriere-droit-5884861","Neuf","Ensemble amortisseur arrière droit","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/04816c3b7a292fb5b05f93a86e35484d/-/horizon-files-prod/ed/picture/q2jqr96v/9a1faccf9a067f2322e4ab2a2811d7603494b7a9.jpg"
"1739150301-203","https://www.expat-dakar.com/equipements-pieces?page=20","Ventilateur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:45
                                    
                        776399636","https://www.expat-dakar.com/annonce/ventilateur-5804634","Neuf","Vente de  automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fdfb1b0b0445c8893c1896ad6bec6d7e/-/horizon-files-prod/ed/picture/qm5rep5m/6c6b96de45b10f7500e5aeb591bd789c228155c3.jpg"
"1739150304-204","https://www.expat-dakar.com/equipements-pieces?page=20","Moteur de ventilateur
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:50
                                    
                        776399636","https://www.expat-dakar.com/annonce/moteur-de-ventilateur-5804587","Neuf","Vente de Moteur de ventilateur  automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4cdd74de98b5e8ecbbf8a12957c93fae/-/horizon-files-prod/ed/picture/qzv4947n/d9e887192ddce9e9b4c7cd40f041832b076c0769.jpg"
"1739150306-205","https://www.expat-dakar.com/equipements-pieces?page=20","FILTRE À HUILE D’ORIGINE TOYOTA  90915-YZZD2 .
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        6. déc. '24, 15:51
                                    
                        776399636","https://www.expat-dakar.com/annonce/filtre-a-huile-dorigine-toyota-90915-yzzd2-5884874","Neuf","NOUVEAU FILTRE À HUILE D'ORIGINE TOYOTA PRADO, KLUGER, CAMRY, HILUX, TARAGO, HIACE 90915-YZZD2","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cb8fd45a696c0f74f7196fe32e5030e/-/horizon-files-prod/ed/picture/q8v5zr6p/e352d0bf2ec9476fc60bee9d7ea4a9c072eccf9e.jpg"
"1739150309-206","https://www.expat-dakar.com/equipements-pieces?page=20","Des pneus camion et sente
                                Neuf
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        6. déc. '24, 17:00
                                    
                    65 000 F Cfa
                        
                        771482200","https://www.expat-dakar.com/annonce/des-pneus-camion-et-sente-6229356","Neuf","Des pneus camion et sente

Prix en gros et détails

Marque original","Almadies","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b5ec233d76679899ee200a587beb9ac/-/horizon-files-prod/ed/picture/qm5gkm99/7d5d5402b1aa7a962483f1a46579383158fdc53d.jpg"
"1739150312-207","https://www.expat-dakar.com/equipements-pieces?page=20","Huile et batterie en gros et détails
                                Neuf
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        6. déc. '24, 17:02
                                    
                    1 F Cfa
                        
                        771482200","https://www.expat-dakar.com/annonce/huile-et-batterie-en-gros-et-details-6229360","Neuf","Huile et batterie en gros et détails

Livraison partout au Senegal","Almadies","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef427776d591bb646fe927359ae63c18/-/horizon-files-prod/ed/picture/qpdm5pq4/6e7159fdd1674b3b1f70c00dc73d03391dad9b93.jpg"
"1739150314-208","https://www.expat-dakar.com/equipements-pieces?page=20","Gps
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        7. déc. '24, 13:40
                                    
                                            Vendeur vérifié
                                        
                    40 000 F Cfa
                        
                        775500404
                    
                        774691111
                    
                        775500404","https://www.expat-dakar.com/annonce/gps-6229870","Neuf","📡 Solution GPS pour une gestion et sécurité optimales de votre flotte","Médina","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be8fa22b849a404bcd6d7ceb7aef8056/-/horizon-files-prod/ed/picture/q9mj2m2p/116560e75379dbe5ab9442a3c9b1d290b6375bbc.jpg"
"1739150319-209","https://www.expat-dakar.com/equipements-pieces?page=20","Démarreur de voiture powerbank 12 V + Compresseur d'air
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        9. déc. '24, 19:46
                                    
                    40 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/demarreur-de-voiture-powerbank-12-v-compresseur-dair-6214659","Neuf","Démarreur de voiture powerbank 12 V, 2000 A  + Compresseur pneus / voiture","Castor","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/085533ffabae31f98675f0bf395c7419/-/horizon-files-prod/ed/picture/qj4qw9qw/860f60faf358b7cb1fc8572f9bf3c60c015a9353.jpg"
"1739150324-210","https://www.expat-dakar.com/equipements-pieces?page=19","Crémaillères de voiture
                                Venant
                                                                                    Sangalkam,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:38
                                    
                    150 000 F Cfa
                        
                        771557450","https://www.expat-dakar.com/annonce/cremailleres-de-voiture-6231993","Venant","Crémaillères en provenance des USA","Sangalkam","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e96da4ea515319b6e382c648b705bb46/-/horizon-files-prod/ed/picture/qngpk75w/fb3a94815c8691059d9efe55377c2c2fd8021388.jpg"
"1739150328-211","https://www.expat-dakar.com/equipements-pieces?page=19","Compresseur de voitures
                                Venant
                                                                                    Sangalkam,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:53
                                    
                    75 000 F Cfa
                        
                        771557450","https://www.expat-dakar.com/annonce/compresseur-de-voitures-6232006","Venant","Compresseurs en provenance des USA","Sangalkam","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8d5b9acc8a2ff8b5b29f5742a3031d9/-/horizon-files-prod/ed/picture/qwep9gem/e5b75622a57478b2cf54b242e1874de188b7dbc9.jpg"
"1739150331-212","https://www.expat-dakar.com/equipements-pieces?page=19","CHENILLE / CHAINE ROUE FOLLE, ARBRE MOTEUR, CULASSE, GALET
                                Neuf
                                                                                    Rufisque,
                                                                                Dakar
                                    
                                        11. déc. '24, 12:48
                                    
                    100 000 F Cfa
                        
                        778984065","https://www.expat-dakar.com/annonce/chenille-chaine-roue-folle-arbre-moteur-culasse-galet-6232649","Neuf","NOUS VENDONS DES PIÈCES DE RECHANGE POUR ENGINS DE CHANTIER TOUTES MARQUES","Rufisque","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a07ee896e5fee41995582295ffe5dd0/-/horizon-files-prod/ed/picture/qngpk0j9/58e3cb51f2ff0a228ce5f734694149d585a89db5.jpg"
"1739150334-213","https://www.expat-dakar.com/equipements-pieces?page=19","Parechocs
                                Venant
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        11. déc. '24, 13:37
                                    
                        775515982","https://www.expat-dakar.com/annonce/parechocs-6232701","Venant","Parechocs capot phares feux arrières  carrosserie a vendre

plus d'informations appeler nous","Hlm","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e21e5b8f2ac30d50dafd264e41688fa4/-/horizon-files-prod/ed/picture/q78wdx9d/1346740ad03f82368d420e39e62685da481f24bf.jpg"
"1739150337-214","https://www.expat-dakar.com/equipements-pieces?page=19","BATTERIES
                                Neuf
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        11. déc. '24, 16:44
                                    
                    1 F Cfa
                        
                        775158135","https://www.expat-dakar.com/annonce/batteries-6191893","Neuf","Batterie neuve et de très bonne qualité disponible au showroom

Avec les dimensions suivantes :

75 Ah

100 Ah

120 Ah

150 Zh

Merci de me contacter si vous êtes intéressés","Pikine","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/11505676ba3418a39a4219254d657df1/-/horizon-files-prod/ed/picture/qngpwzxv/cbbd21f35a14fcd8d76b3afc1b9f81c865ed04ff.jpg"
"1739150340-215","https://www.expat-dakar.com/equipements-pieces?page=19","PNEUS
                                Neuf
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        11. déc. '24, 16:45
                                    
                    1 F Cfa
                        
                        775158135","https://www.expat-dakar.com/annonce/pneus-6191905","Neuf","Des pneus de haute qualité à vendre EN GROS et EN DÉTAIL

Disponible au showroom

Merci de me contacter si vous êtes intéressés","Pikine","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c2e03d54cd91de2250dcb7e4e695b66/-/horizon-files-prod/ed/picture/qngpwzp9/6c285a3ddb5e07f71a6852e6d6d079bd921d27aa.jpg"
"1739150343-216","https://www.expat-dakar.com/equipements-pieces?page=19","HUILE MOTEUR & ATF & HUILE BOÎTE
                                Venant
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        11. déc. '24, 16:45
                                    
                    1 F Cfa
                        
                        775158135","https://www.expat-dakar.com/annonce/huile-moteur-atf-huile-boite-6202584","Venant","Je met en vente des huiles pour moteur et boîte de très bonne qualité

Disponible au showroom

Merci de me contacter si vous êtes intéressés","Pikine","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/65505ab2220b0282aeed13d860cda1bf/-/horizon-files-prod/ed/picture/qde7469m/2d9ae2f467a0c412bfd2034c9ed5b34f2fc586b7.jpg"
"1739150345-217","https://www.expat-dakar.com/equipements-pieces?page=19","HUILE BOÎTE
                                Venant
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        11. déc. '24, 16:46
                                    
                    1 F Cfa
                        
                        775158135","https://www.expat-dakar.com/annonce/huile-boite-6202591","Venant","Je met en vente des huiles boîte de très bonne qualité

Déjà disponible au showroom

Merci de me contacter si vous êtes intéressés","Pikine","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c95e8ede3947988a3c59f0cd91931b2d/-/horizon-files-prod/ed/picture/q0g75zkm/d2c7071d702d50acd7d4c73724847fcc651eab4d.jpg"
"1739150348-218","https://www.expat-dakar.com/equipements-pieces?page=19","PARE-BRISE de toutes les marques
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        vendredi, 13:24
                                    
                    50 F Cfa
                        
                        775665525","https://www.expat-dakar.com/annonce/pare-brise-de-toutes-les-marques-5936310","Neuf","Je vends  des Pare-brises de voiture  si vous êtes intéressés ou souhaitez plus  d'informations,contactez  moi","Médina","50 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0aa3e4cb860a852d1c7f6f10874abf37/-/horizon-files-prod/ed/picture/qrzv60qn/971c1f6864943d2b1bfb9487b2968bd00bc9ff3a.jpg"
"1739150350-219","https://www.expat-dakar.com/equipements-pieces?page=19","Bougie d’allumage NGK motos et scooters
                                Neuf
                                                                                    VDN,
                                                                                Dakar
                                    
                                        11. déc. '24, 21:44
                                    
                    15 000 F Cfa
                        
                        784395171","https://www.expat-dakar.com/annonce/bougie-dallumage-ngk-motos-et-scooters-6232958","Neuf","Bougie d'allumage NGK CPR8EB-9

Si intéressé, veuillez fournir marque, modèle et année du véhicule

À partir de 15000 FCFA l'unité

WhatsApp","VDN","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0d761d11411ce5274aaeef9f803016bd/-/horizon-files-prod/ed/picture/qkr8dxmp/5133c6562e24fb8aeb21b803a61f75c768b43f8e.jpg"
"1739150355-220","https://www.expat-dakar.com/equipements-pieces?page=18","Siège Auto - Évolutif - Isofix
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        12. déc. '24, 00:55
                                    
                    65 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/siege-auto-evolutif-isofix-6217974","Neuf","Vend à l'unité siège auto évolutif super confort, 0 à 8ans - système de fixation isofix -","Hann maristes","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4ac9c1a52f6e59eb95ecf9a06684ba5/-/horizon-files-prod/ed/picture/q8v4dqv4/9a4c0b2233c959577fb0f4258fcda280a36b39a2.jpg"
"1739150358-221","https://www.expat-dakar.com/equipements-pieces?page=18","Pneus  de voiture
                                Venant
                                                                                    Mbour,
                                                                                Thiès
                                    
                                        12. déc. '24, 09:26
                                    
                    1 F Cfa
                        
                        771674646","https://www.expat-dakar.com/annonce/pneus-de-voiture-6233246","Venant","Je vends  des pneus  de voiture  pour  tous  les marques  de voitures

Si vous êtes intéressés ou souhaitez plus d'informations, contactez  moi","Mbour","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e41666fb036ab846ee17010d067b8d38/-/horizon-files-prod/ed/picture/qv4w0k0k/4404ebd483eaa3f761f2d0d33cd9874b26169c00.jpg"
"1739150362-222","https://www.expat-dakar.com/equipements-pieces?page=18","Jantes  de voiture
                                Neuf
                                                                                    Mbour,
                                                                                Thiès
                                    
                                        12. déc. '24, 09:31
                                    
                    1 F Cfa
                        
                        771674646","https://www.expat-dakar.com/annonce/jantes-de-voiture-6233250","Neuf","Je vends  des jantes  de voiture  pour  tous  les marques  le voiture  si vous  êtes  intéressés  ou souhaitez plus d'informations, contactez  moi","Mbour","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2c09b2cd17882ca8587a6d2be8af403/-/horizon-files-prod/ed/picture/qwep9k95/601bcd81b77e0106683cfdb473d03a6747491b17.jpg"
"1739150365-223","https://www.expat-dakar.com/equipements-pieces?page=18","Pneus de voiture
                                Neuf
                                                                                    Mbour,
                                                                                Thiès
                                    
                                        12. déc. '24, 09:48
                                    
                    1 F Cfa
                        
                        771674646","https://www.expat-dakar.com/annonce/pneus-de-voiture-6233254","Neuf","Je vends  des pneu de voiture

Si vous  êtes intéressés ou souhaitez plus d'informations, contactez moi","Mbour","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/81acb90af3f6c0f80693dff66c9004b4/-/horizon-files-prod/ed/picture/qrz8kjkx/b378aba40ef4eca5aedbdf466a390a8b7b291b43.jpg"
"1739150367-224","https://www.expat-dakar.com/equipements-pieces?page=18","BÂCHE POUR VÉHICULE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:39
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/bache-pour-vehicule-6172478","Neuf","Nous vendons des bâches pour véhicules de différentes tailles et de différentes qualités","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/45c45c8ffa959d70dc7c3c8636f48d6f/-/horizon-files-prod/ed/picture/qm5gv75g/e4e873884d3edd4f633089ab522d0a35134d5d38.jpg"
"1739150371-225","https://www.expat-dakar.com/equipements-pieces?page=18","HOUSSES SIÈGES AUTO
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:39
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/housses-sieges-auto-6171046","Neuf","Nous vendons des housses pour tout type de voiture.","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/234c90072b49645899511821e2f5f9e7/-/horizon-files-prod/ed/picture/qv4w95pp/5d7a9323b06d70d4d3d2e52ec4836ef36846d8db.jpg"
"1739150374-226","https://www.expat-dakar.com/equipements-pieces?page=18","TAPIS POSE PIEDS POUR VOITURE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:40
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/tapis-pose-pieds-pour-voiture-6171047","Neuf","Nous vendons des tapis pose pieds pour voiture avec marque et universel","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1fa6c71669e83012f8a70112b041b924/-/horizon-files-prod/ed/picture/q0g7802w/5547295ddb4eaef29540719a0c549f2f6094b143.jpg"
"1739150376-227","https://www.expat-dakar.com/equipements-pieces?page=18","Protection clés
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:40
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/protection-cles-6220008","Neuf","Protection clés disponible","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/497996c10983bea4b62519bb73a192fd/-/horizon-files-prod/ed/picture/q8v4x5mr/b6202dcfbc420cf79200298734e465a296d31ecc.jpg"
"1739150379-228","https://www.expat-dakar.com/equipements-pieces?page=18","Housse auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:40
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/housse-auto-6220016","Neuf","Housse auto","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c82db321fa7dc1c77f891b327d931d21/-/horizon-files-prod/ed/picture/qpdmq60p/793b8173a460ba140e869650a7d328030df9f425.jpg"
"1739150381-229","https://www.expat-dakar.com/equipements-pieces?page=18","Défense auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 11:41
                                    
                    1 F Cfa
                        
                        773189216","https://www.expat-dakar.com/annonce/defense-auto-6220012","Neuf","Défense auto","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/97b1cb0e9eb36e2e801117506415a942/-/horizon-files-prod/ed/picture/qm5g9p02/aac8f3ceb7b75bdafd3fe4a212991e5577d77764.jpg"
"1739150386-230","https://www.expat-dakar.com/equipements-pieces?page=17","PARE BRISE + POSE Toutes Marques
                                Neuf
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        12. déc. '24, 13:21
                                    
                        776083696","https://www.expat-dakar.com/annonce/pare-brise-pose-toutes-marques-6222051","Neuf","Je vends des pare-brise toutes marques , vente plus pose adresse bourguiba mermoz.

Pour plus de détails merci de me contacter.","Mermoz","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a22d0eb6ad54f1bd4386be7ea3ef7909/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qq428wgv/c4e608525b1d595ba8ab3516610ede035fb4c4ef.jpg"
"1739150390-231","https://www.expat-dakar.com/equipements-pieces?page=17","Pompe à air double cylindre
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. déc. '24, 20:12
                                    
                    25 000 F Cfa
                        
                        776906464","https://www.expat-dakar.com/annonce/pompe-a-air-double-cylindre-2743171","Neuf","Le gonfleur de pneu de Digital est idéal pour des voitures, des motos, le RV, le SUV, le VTT et le camion avec 150PSI MAX PRESSION. Également équipé de 3 adaptateurs de buses pour faciliter le gonflage des matelas pneumatiques / vélos / jouets / gonflables La pompe à air portative est dotée d'une conception à quatre barres qui réduit efficacement les vibrations et le bruit. Elle assure que la pompe à air reste à l'endroit où elle est placée et ne bouge pas pendant le fonctionnement. Contenant le tuyau d'air de la bobine d'extension avec manomètre, assez long pour le camion, le gonflage des pneus de VR. Sac à outils portatif pour un rangement","Plateau","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a820cd23c485f524d20b5fbde6853bbf/-/horizon-files-prod/ed/picture/migrated/qp0jmpm/4e3fc5d19a269e364dc84ded6126cf3f061b1270.jpg"
"1739150393-232","https://www.expat-dakar.com/equipements-pieces?page=17","autel im 508S
                                Réconditionné
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        13. déc. '24, 10:53
                                    
                    750 000 F Cfa
                        
                        781600325
                    
                        775334359","https://www.expat-dakar.com/annonce/autel-im-508s-5210106","Réconditionné","autel im 508S programmation de cles et calculateur et diagnostic et 26 fonction spéciale 2 ans mise à jour gratuite","Yoff","750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a909aca1a70cfbe16aeda14914498db4/-/horizon-files-prod/ed/picture/qwemrgxm/6416c4febaadab1d3eaca35f97329d43b815ca37.jpg"
